ICO|0.0
GEOSPECIES|0.0
TEO|0.0
TMO|0.0
HEIO|0.0
IDO|0.22165657037555528
FB-CV|0.0
NIFDYS|0.0
ONTOAD|0.0
TMA|0.0
HIVO004|0.0
SIO|0.0
PSIMOD|0.0
RPO|0.0
BIRNLEX|0.0
PW|0.25028353153595756
OGSF|0.0
OBOREL|0.0
PHENOMEBLAST|0.0
OPL|0.0
BP-METADATA|0.0
EDDA|0.0
TESTONTO|0.0
AURA|0.0
GFO-BIO|0.0
FHHO|0.0
ONTODM-KDD|0.0
OGMS|0.0
BRO|0.0
APAONTO|0.0
PTO|0.0
MEDO|0.0
COGAT|0.0
HL7|0.0
COGPO|0.1579113268749758
AAO|0.0
CANONT|0.0
CCONT|0.0
ONTOKBCF|0.0
EPILONT|0.0789556634374879
EFO|0.1833293731859741
TM-OTHER-FACTORS|0.0
RB|0.0
GENE-CDS|0.0
ICF|0.6833325294424112
LHN|0.0
PEO|0.0
VARIO|0.0
OGMD|0.0
OCRE|0.0
TM-SIGNS-AND-SYMPTS|0.0
FIRE|0.0
NTDO|0.0
GLYCO|0.0
RCTONT|0.0
OPB|0.0
PAE|0.0
HIV|0.0
SPD|0.0
CANCO|0.0
OMRSE|0.0
TRAK|0.0
DDI|0.0
MEDDRA|0.5222688041885984
SITBAC|0.0
REX|0.0
NMR|0.0
SuicidO|0.0
TOP-MENELAS|0.0
CDAO|0.0
BHN|0.0
TGMA|0.0
IXNO|0.2040974292054667
NDDF|0.0
FLU|0.0
MEO|0.0
ICD9CM|0.3353979350582966
CCON|0.0
ICNP|0.5312074230446826
PR|0.3353979350582966
BIOMODELS|0.0
BDO|0.0
BAO-GPCR|0.0
NIHSS|0.0
OBIWS|0.0
MAT|0.0
MSTDE-FRE|0.0
TM-CONST|0.0
PMR|0.0
SSE|0.0
CHEBI|0.0
FAO|0.0
QUDT|0.0
ONTODM-CORE|0.0
RNRMU|0.0
BCO|0.0
MMO|0.0
TADS|0.0
DCM|0.0
PATHLEX|0.0
XAO|0.0
ERO|0.0
WB-PHENOTYPE|0.0
EDAM|0.0
CNO|0.0
ASDPTO|0.0
TYPON|0.0
CHEMINF|0.0
GFO|0.0
FBbi|0.0
RS|0.0
DOID|0.22165657037555528
CAO|0.0
EHDA|0.0
CHD|0.0
NGSONTO|0.0
MIXSCV|0.0
OAE|0.1833293731859741
ICPC2P|0.6117637068809358
RSA|0.0
PHARMGKB|0.0
PHARE|0.0
XEO|0.0
RH-MESH|0.0
TRON|0.0
GRO-CPGA|0.0
HUGO|0.0
AMINO-ACID|0.0
SPTO|0.0
WHO-ART|0.0
BHO|0.0
MP|0.35209738200361834
BP|0.0
MCCV|0.0
NCIT|0.2731417185661305
AI-RHEUM|0.0
MDDB|0.0
COSTART|0.0
SPO|0.0
MO|0.0
NONRCTO|0.0
OntoVIP|0.0
ADO|0.0
REXO|0.0
BCTEO|0.0
IDODEN|0.0
LOINC|0.35716083534106197
OGDI|0.0
DPO|0.0
pseudo|0.0
MPATH|0.0
HUPSON|0.0
IMGT-ONTOLOGY|0.0
IMMDIS|0.0
OMIT|0.0
MESH|0.8019800660463079
BIOMO|0.0
RNAO|0.0
VO|0.3412407000609499
SEDI|0.0
CLO|0.0
MCCL|0.0
OGR|0.0
ZFA|0.0
HCPCS|0.5150721622160378
ICD10CM|0.0
FIX|0.0
FB-DV|0.0
HAO|0.262285036623462
ICD10PCS|0.0
PSDS|0.0
LIPRO|0.1579113268749758
CMO|0.0
OVAE|0.0
MSV|0.0
ICD10|0.6389690090997948
ENVO|0.1579113268749758
RXNORM|0.47550004614223473
CRISP|0.0
BTO|0.0
GRO|0.0789556634374879
IDOMAL|0.12514176576797878
CL|0.28305309264295464
TTO|0.0
CPTAC|0.0
HINO|0.0
TAXRANK|0.0
VHOG|0.0
CABRO|0.0
WSIO|0.0
HRDO|0.0
PATO|0.1579113268749758
CTCAE|0.760579526680557
APO|0.0
NCBITAXON|0.0
PPIO|0.0
NIFSUBCELL|0.0
MSTDE|0.0
SNOMEDCT|0.45008199983123653
ONTODT|0.0
NIFSTD|0.0
SOY|0.0
LDA|0.0
NEUMORE|0.0
SWO|0.0789556634374879
OBCS|0.0
MEGO|0.0
MIRNAO|0.0
FB-SP|0.0
RADLEX|0.23686699031246372
IDQA|0.0
GALEN|0.0
NHSQI2009|0.0
OGG|0.0
BRIDG|0.0
ICD11-BODYSYSTEM|0.0
VIVO|0.0
AERO|0.0
SBO|0.0
EHDAA|0.0
CCO|0.2040974292054667
GAZ|0.0
VT|0.0
ZEA|0.0
OGI|0.0
CO|0.0789556634374879
ICECI|0.0
ONTOPNEUMO|0.0
PROVO|0.12514176576797878
RCD|0.0
UO|0.0
PDON|0.0
BCGO|0.0
NEOMARK3|0.0
IDOBRU|0.0789556634374879
MCBCC|0.0
ROLEO|0.0
ONL-MR-DA|0.0
DERMLEX|0.0
InterNano|0.0
STY|0.0
BT|0.0
ONTOMA|0.0
EMAP|0.0
CSEO|0.0
MS|0.0
DIKB|0.0
FYPO|0.0
CMPO|0.0
SHR|0.0
